CodigoEmpresa;Anio;Mes;EmpleadosTotal;AltasDelMes;TotalBrutoTodos;TotalBrutoAltas
38787;2023;2;1;0;2068.3;0
48605;2023;2;1;0;823.05;0
48605;2023;2;1;0;1164.5;0
47773;2023;2;1;0;73.46;0
47686;2023;2;1;0;547.01;0
48210;2023;2;1;0;129.63;0
48024;2023;2;1;0;42.47;0
47674;2023;2;6;0;0;0
44305;2023;1;1;0;5000;0
38706;2023;1;4;0;16059.82;0
43660;2023;1;8;0;120964.34;0
44167;2023;1;2;0;8120.83;0
38600;2023;1;1;0;5508.23;0
47498;2023;1;10;0;18837.19;0
40531;2023;1;1;0;3919.72;0
24230;2023;1;6;0;23443.37;0
47515;2023;1;5;0;6739.91;0
47182;2023;1;1;0;762.22;0
46550;2023;1;1;0;5320;0
23095;2023;1;16;2;67448.62;4216.66
47674;2023;1;6;0;10816.9;0
46294;2023;1;1;1;2354.14;2354.14
45096;2023;1;12;1;33083.33;733.33
99920;2023;1;2;2;6096.71;6096.71
27679;2023;1;1;0;2333.32;0
47773;2023;1;2;2;2400.52;2400.52
42438;2023;1;2;0;1094.62;0
37666;2023;1;2;0;25000.01;0
1;2023;1;1;0;3510;0
41339;2023;1;2;0;266.48;0
37592;2023;1;2;0;35016.66;0
30999;2023;1;2;0;6303.09;0
39341;2023;1;5;2;75263.84;460
37279;2023;1;5;0;11919.2;0
47535;2023;1;7;0;8485.61;0
38787;2023;1;12;0;31670.26;0
46611;2023;1;4;0;15915;0
45744;2023;1;2;0;12168.07;0
21515;2023;1;1;0;3100;0
47676;2023;1;5;0;10384.65;0
46661;2023;1;3;0;25896.98;0
38538;2023;1;11;1;42978.04;3659.4
42022;2023;1;28;2;161988.01;2733.33
42830;2023;1;1;0;5853.42;0
47181;2023;1;5;0;20293.49;0
36102;2023;1;2;0;18351.33;0
46616;2023;1;7;1;15144.33;450.24
42880;2023;1;3;0;82916.67;0
45493;2023;1;2;0;16552.55;0
3721;2023;1;4;0;36965.84;0
39144;2023;1;2;0;3170.83;0
28644;2023;1;4;0;13934.15;0
48183;2023;1;14;0;22289.78;0
36909;2023;1;15;0;127904.47;0
38460;2023;1;3;1;483468.2;3972.22
14438;2023;1;1;0;845.52;0
55560;2023;1;2;0;3683.64;0
32179;2023;1;3;0;13162.25;0
35936;2023;1;1;0;9517.88;0
41679;2023;1;2;0;8864.64;0
45745;2023;1;5;1;33194.44;7777.77
41941;2023;1;16;0;100580.82;0
41701;2023;1;2;0;4714.27;0
115;2023;1;3;0;24374.35;0
47383;2023;1;1;0;27600;0
47532;2023;1;10;1;17820.74;1306.52
41200;2023;1;5;0;10110.25;0
46842;2023;1;1;0;24222.43;0
35308;2023;1;1;0;6016.09;0
49004;2023;1;7;0;9218.19;0
27415;2023;1;1;0;2226.15;0
6716;2023;1;1;0;1724.14;0
34268;2023;1;2;0;6200;0
43404;2023;1;1;0;7495.9;0
47701;2023;1;1;0;4000;0
44721;2023;1;1;0;5600;0
38114;2023;1;6;0;18904.51;0
33812;2023;1;1;0;4877.81;0
48605;2023;1;10;11;12044.19;12044.19
47176;2023;1;7;0;20312.05;0
42851;2023;1;2;0;11092.75;0
47514;2023;1;10;10;17763.08;17763.08
47686;2023;1;10;0;21885.82;0
46022;2023;1;6;1;57891.29;7250
48024;2023;1;10;0;19610.91;0
38406;2023;1;2;0;5035.72;0
47000;2023;1;5;0;10275.66;0
47677;2023;1;3;0;3829.83;0
41649;2023;1;1;0;5000;0
47673;2023;1;7;0;12821.02;0
47152;2023;1;3;0;3548.86;0
38335;2023;1;1;0;3333.33;0
36217;2023;1;1;0;1766.29;0
47825;2023;1;1;0;8383.33;0
99778;2023;1;6;6;10971.04;10971.04
33672;2023;1;2;0;12178.55;0
47533;2023;1;1;1;4000;4000
47675;2023;1;4;0;7559.85;0
44075;2023;1;1;0;5848.02;0
45104;2023;1;3;0;51013.33;0
44850;2023;1;1;0;2917.67;0
46773;2023;1;1;0;2850;0
39362;2023;1;3;0;16301.86;0
33240;2023;1;4;0;23792.77;0
47742;2023;1;7;0;81892.86;0
47566;2023;1;12;12;26514.72;26514.72
46031;2023;1;3;0;27453.91;0
37364;2023;1;2;0;8471.28;0
39902;2023;1;13;0;85588.83;0
48950;2023;1;6;0;9709.49;0
44863;2023;1;2;0;1286.25;0
47877;2023;1;2;0;7860;0
36051;2023;1;1;0;6153.63;0
47262;2023;1;1;0;10083.33;0
46615;2023;1;9;0;14035.41;0
31584;2023;1;2;0;5071.43;0
37462;2023;1;3;0;6552.93;0
35130;2023;1;1;0;3916.66;0
37807;2023;1;1;0;4911.57;0
41962;2023;1;1;0;1416.67;0
42460;2023;1;3;0;10722.11;0
48182;2023;1;7;7;19441.36;19441.36
39431;2023;1;1;0;1317.25;0
47074;2023;1;1;0;5355;0
48210;2023;1;10;10;19147.03;19147.03
40687;2023;1;2;0;32807.16;0
48688;2023;1;5;4;0;0
37902;2023;1;1;0;2702.97;0
46427;2023;1;1;0;4708.34;0
48277;2023;1;8;8;16168.78;16168.78
48687;2023;1;3;3;0;0
44168;2023;1;7;0;20490.01;0
44271;2023;1;9;2;43351.25;5496.81
47757;2023;1;6;0;14966.76;0
49005;2023;1;7;5;0;0
47442;2023;1;1;0;1801.61;0
48483;2023;1;8;1;17104.91;345.41
29066;2023;1;1;0;5887;0
25861;2023;1;1;0;1997.57;0
25716;2023;1;1;0;2251.94;0
47588;2023;1;12;0;25210.82;0
37254;2023;1;59;2;311893.33;6629.47
42222;2023;1;1;0;6766.67;0
48645;2023;1;6;6;10096.46;10096.46
36560;2023;1;1;0;3543;0
32424;2023;1;1;0;4575.72;0
47937;2023;1;7;0;12011.65;0
39120;2023;1;3;0;6867.38;0
26550;2023;1;1;0;20681.74;0
47162;2023;1;1;0;13333.34;0
46783;2023;1;1;0;8286.71;0
43149;2023;1;2;1;4247.86;2497.86
99975;2023;1;1;0;6193.71;0
47530;2023;1;3;1;4999.61;363
38210;2023;1;1;0;3175.66;0
24429;2023;1;3;0;13948.67;0
47315;2023;1;5;0;38517.37;0
23868;2023;1;2;0;2916.67;0
47671;2023;1;8;0;10597.37;0
46442;2023;1;1;0;33170.78;0
46788;2023;1;2;0;206.19;0
30886;2023;1;3;0;10835.81;0
36472;2023;1;1;0;4002.72;0
43367;2023;1;1;0;33743.33;0
43319;2023;1;1;0;2200;0
48686;2023;1;2;2;4350.18;4350.18
40767;2023;1;1;0;2536;0
46207;2023;1;5;1;30135.37;8142.02
40254;2023;1;1;0;2850;0
42736;2023;1;2;0;5565.34;0
46521;2023;1;1;0;3928.57;0
47498;2023;1;1;1;1290.25;0
47000;2023;1;1;1;702.96;702.96
47671;2023;1;1;0;864.97;0
48483;2023;1;1;8;777.18;777.18
47530;2023;1;1;0;387.26;0
23868;2023;1;1;0;842.5;0
47515;2023;1;1;0;738.48;0
38706;2023;1;1;0;2400;0
47535;2023;1;1;0;454.44;0
46616;2023;1;1;0;48.91;0
47515;2023;1;1;0;28.4;0
48950;2023;1;8;6;0;0
47674;2023;1;7;6;0;0
47315;2022;12;5;0;33558.24;0
46789;2022;12;5;0;0;0
55560;2022;12;2;0;3682.26;0
42063;2022;12;2;0;0;0
35308;2022;12;1;0;10164.09;0
45453;2022;12;2;0;0;0
27415;2022;12;2;0;2226.15;0
47177;2022;12;2;0;0;0
46783;2022;12;1;0;9626.85;0
38210;2022;12;1;0;1243.94;0
37462;2022;12;3;0;6430.18;0
43367;2022;12;1;0;33743.33;0
45493;2022;12;2;0;16481.18;0
3721;2022;12;4;0;42638.12;0
46550;2022;12;1;0;2690;0
47515;2022;12;5;0;7137.55;0
47701;2022;12;2;1;48000;48000
36472;2022;12;1;0;4002.72;0
41339;2022;12;2;0;320.35;0
44305;2022;12;3;0;5000;0
36051;2022;12;1;0;6612.67;0
47686;2022;12;2;0;3333.33;0
47588;2022;12;1;0;1916.51;0
99975;2022;12;2;0;12387.42;0
42880;2022;12;4;0;17987.49;0
36102;2022;12;3;0;18351.33;0
42222;2022;12;1;0;6866.67;0
38787;2022;12;12;0;30451.33;0
47742;2022;12;13;0;81892.86;0
44167;2022;12;3;0;8120.83;0
39902;2022;12;18;0;95388.75;0
28644;2022;12;4;0;13934.15;0
40254;2022;12;2;0;2850;0
39362;2022;12;3;0;15196.76;0
48024;2022;12;10;0;18449.14;0
1;2022;12;1;0;3932.32;0
42830;2022;12;1;0;5826.75;0
42736;2022;12;2;0;5565.34;0
34268;2022;12;3;0;6200;0
38538;2022;12;16;0;67370.96;0
37666;2022;12;4;0;273666.67;0
35936;2022;12;2;0;9244.72;0
47671;2022;12;1;8;1298.77;1298.77
23095;2022;12;12;0;63231.96;0
99920;2022;12;1;0;1000;0
38460;2022;12;2;0;25745.98;0
46788;2022;12;5;0;364.18;0
47498;2022;12;10;0;19829.57;0
47937;2022;12;1;0;0;0
23868;2022;12;2;0;16151.67;0
41941;2022;12;16;0;108365.66;0
41679;2022;12;2;0;8864.64;0
46842;2022;12;1;0;4177.55;0
47825;2022;12;1;1;8383.33;8383.33
25861;2022;12;1;0;1997.57;0
115;2022;12;2;0;20260.28;0
47535;2022;12;7;0;11229.52;0
37279;2022;12;5;0;11402.77;0
42022;2022;12;26;2;150099.15;7176.39
38706;2022;12;5;0;19029.74;0
44850;2022;12;1;0;2007.72;0
47557;2022;12;1;1;7000;7000
43660;2022;12;9;0;80847.56;0
42851;2022;12;3;0;30192.74;0
40531;2022;12;1;0;3719.73;0
47182;2022;12;1;0;762.22;0
21515;2022;12;1;0;3100;0
43319;2022;12;2;0;2200;0
45745;2022;12;4;0;25416.67;0
42438;2022;12;3;0;1062.74;0
38114;2022;12;6;0;21942.11;0
44271;2022;12;9;0;39444.77;0
47383;2022;12;1;0;27600;0
43404;2022;12;1;0;37264.74;0
39431;2022;12;3;0;1317.25;0
46427;2022;12;1;0;4708.34;0
47181;2022;12;11;0;20250.21;0
46616;2022;12;7;1;14940.4;129.88
40687;2022;12;2;0;25102.7;0
35130;2022;12;1;0;3916.66;0
37364;2022;12;3;0;8894.76;0
47675;2022;12;4;4;7559.85;7559.85
45096;2022;12;12;0;32164.11;0
14438;2022;12;1;0;803.76;0
33672;2022;12;2;0;12178.55;0
46407;2022;12;5;0;43619.06;0
32179;2022;12;3;0;21050.23;0
31584;2022;12;5;0;4971.43;0
27679;2022;12;2;0;2492.42;0
24429;2022;12;4;0;14669.29;0
47152;2022;12;5;0;3258.22;0
30886;2022;12;5;0;30835.81;0
41649;2022;12;3;0;5000;0
38335;2022;12;1;0;3333.33;0
42508;2022;12;1;0;8000;0
48183;2022;12;1;14;10.91;10.91
37157;2022;12;2;0;17378.81;0
46521;2022;12;1;0;3928.57;0
47757;2022;12;6;6;16374.94;16374.94
33240;2022;12;4;0;23804.52;0
44075;2022;12;1;0;5848.02;0
37592;2022;12;2;0;35016.66;0
36560;2022;12;1;0;3473;0
47530;2022;12;3;3;5362.72;5362.72
46022;2022;12;5;0;50723.22;0
47877;2022;12;4;1;6508.34;2703.34
36909;2022;12;1;0;3703.86;0
47162;2022;12;1;0;13333.34;0
45104;2022;12;7;0;31013.33;0
33812;2022;12;3;0;4877.81;0
44863;2022;12;5;0;1286.25;0
39341;2022;12;5;0;20650.84;0
41701;2022;12;2;0;4714.27;0
46773;2022;12;1;0;2850;0
99999;2022;12;1;0;0;0
6716;2022;12;2;0;1724.14;0
24230;2022;12;6;1;26005.03;4467.33
39144;2022;12;2;0;3170.83;0
42335;2022;12;3;0;15196.76;0
46442;2022;12;1;0;7523.26;0
37807;2022;12;2;0;4911.57;0
29066;2022;12;1;0;5400;0
47676;2022;12;5;5;11026.79;11026.79
30999;2022;12;4;0;6303.09;0
46031;2022;12;3;0;25660.01;0
47677;2022;12;2;0;2126.29;0
43405;2022;12;1;0;4750;0
44721;2022;12;1;0;5600;0
39120;2022;12;5;0;6831.47;0
47532;2022;12;1;0;4166.67;0
44168;2022;12;7;0;20040.01;0
37902;2022;12;1;0;2702.97;0
25716;2022;12;1;0;2251.94;0
47000;2022;12;5;0;10223.94;0
47442;2022;12;1;0;1801.61;0
46611;2022;12;4;0;16738.84;0
38600;2022;12;1;0;5426.92;0
45744;2022;12;2;0;12385.15;0
37173;2022;12;1;0;10000;0
43149;2022;12;1;0;1750;0
47074;2022;12;1;0;5796.45;0
41200;2022;12;6;0;11826.48;0
41962;2022;12;2;0;1416.67;0
47262;2022;12;3;0;10083.33;0
47176;2022;12;11;0;19242.68;0
37254;2022;12;58;2;301472.42;6593.34
42460;2022;12;4;0;10722.11;0
38406;2022;12;2;0;5035.72;0
26550;2022;12;1;0;6475.66;0
49004;2022;12;1;1;1519.97;0
46615;2022;12;9;0;14046.86;0
46661;2022;12;3;0;34575.66;0
40767;2022;12;1;0;0;0
88882;2022;12;1;0;7044.02;0
99954;2022;12;2;0;0;0
36217;2022;12;4;0;1766.29;0
46207;2022;12;6;0;22256.03;0
32424;2022;12;6;0;15588.71;0
46615;2022;12;1;0;1156.5;0
48024;2022;12;1;10;1174.87;1174.87
43405;2022;12;1;0;2222.22;0
47000;2022;12;1;0;519.51;0
42022;2022;12;1;0;2708.33;0
39341;2022;12;1;0;0;0
39902;2022;11;15;0;94761.58;0
39144;2022;11;2;0;3170.83;0
28644;2022;11;4;0;13934.15;0
43149;2022;11;1;0;1750;0
37364;2022;11;2;0;8894.76;0
47383;2022;11;1;0;27600;0
47162;2022;11;1;0;13333.34;0
42438;2022;11;1;0;0;0
46773;2022;11;1;0;2850;0
42335;2022;11;3;0;15196.76;0
44168;2022;11;7;1;18124.45;777.78
39362;2022;11;3;0;15196.76;0
35308;2022;11;1;0;7589.09;0
36217;2022;11;1;0;1766.29;0
47262;2022;11;1;1;8066.66;8066.66
115;2022;11;2;0;15655.02;0
47742;2022;11;7;0;81960.25;0
38406;2022;11;2;0;5035.72;0
6716;2022;11;1;0;1724.14;0
46616;2022;11;6;0;14984.97;0
24429;2022;11;3;0;13723.29;0
46611;2022;11;4;1;14706.67;2500
37157;2022;11;3;0;17378.81;0
30999;2022;11;2;0;6303.09;0
47074;2022;11;1;0;5796.45;0
47181;2022;11;5;0;20250.21;0
33240;2022;11;4;0;23820.87;0
47686;2022;11;1;0;1262.34;0
26550;2022;11;1;0;10369.86;0
33812;2022;11;1;0;4877.81;0
14438;2022;11;1;0;803.76;0
47000;2022;11;6;6;10646.04;10646.04
38114;2022;11;7;0;20779.15;0
40531;2022;11;1;0;3719.73;0
46783;2022;11;1;0;8286.71;0
45096;2022;11;11;0;31933.33;0
41941;2022;11;16;0;112662.61;0
36051;2022;11;1;0;40832.02;0
33672;2022;11;2;0;12178.55;0
44721;2022;11;1;0;5600;0
47442;2022;11;1;0;1801.61;0
42851;2022;11;2;0;10692.74;0
24230;2022;11;5;1;18469.37;416.67
35936;2022;11;1;0;9244.72;0
25716;2022;11;1;0;2251.94;0
43404;2022;11;1;0;41181.35;0
46842;2022;11;1;0;4216.83;0
47152;2022;11;3;0;3345.46;0
44850;2022;11;1;0;2177.97;0
29066;2022;11;1;0;5400;0
37666;2022;11;2;0;23666.67;0
46207;2022;11;7;2;17861.12;7277.78
37279;2022;11;5;0;11236.17;0
35130;2022;11;1;0;3916.66;0
45104;2022;11;3;0;21013.33;0
38460;2022;11;2;0;25745.98;0
41339;2022;11;2;0;320.35;0
43319;2022;11;1;0;2200;0
25861;2022;11;1;0;1997.57;0
55560;2022;11;2;0;3681.89;0
3721;2022;11;4;0;36564.76;0
45745;2022;11;4;1;22361.12;1527.78
42880;2022;11;3;0;17987.49;0
46427;2022;11;1;0;9791.68;0
37462;2022;11;3;0;6430.18;0
23868;2022;11;2;0;3351.67;0
46031;2022;11;3;0;25660.01;0
47588;2022;11;1;1;2083.33;0
36560;2022;11;1;0;3543;0
46615;2022;11;10;0;15831.43;0
47937;2022;11;1;1;0;0
43367;2022;11;1;0;33743.33;0
46788;2022;11;3;0;364.18;0
38706;2022;11;5;0;19127.83;0
42830;2022;11;1;0;5826.75;0
38787;2022;11;12;0;30546.23;0
42508;2022;11;1;0;8000;0
99975;2022;11;2;0;12413.42;0
36909;2022;11;1;1;3762.6;0
41679;2022;11;2;0;8864.64;0
38600;2022;11;1;0;5426.92;0
47182;2022;11;1;0;762.22;0
21515;2022;11;1;0;3100;0
38210;2022;11;1;0;1243.94;0
40687;2022;11;2;0;26041.78;0
47498;2022;11;1;10;1334.74;1334.74
32179;2022;11;3;0;21926.67;0
23095;2022;11;12;0;63231.96;0
99999;2022;11;1;0;0;0
43405;2022;11;1;0;4750;0
47535;2022;11;1;0;955.86;0
47877;2022;11;1;4;3680;3680
99995;2022;11;1;0;15910.05;0
47315;2022;11;5;0;40097.03;0
41962;2022;11;1;0;1416.67;0
42222;2022;11;1;1;6666.67;6666.67
37902;2022;11;1;0;2702.97;0
27679;2022;11;2;0;2492.42;0
44863;2022;11;1;0;1286.25;0
36472;2022;11;1;0;4002.72;0
39120;2022;11;3;0;6851.2;0
36102;2022;11;2;0;18351.33;0
46442;2022;11;1;0;7523.26;0
46550;2022;11;1;0;5070;0
39431;2022;11;1;0;1291.41;0
47532;2022;11;1;0;4166.67;0
27415;2022;11;1;0;2226.15;0
44167;2022;11;2;0;8120.83;0
47176;2022;11;7;0;19247.05;0
1;2022;11;1;0;3932.32;0
38538;2022;11;16;1;60952.59;3551.87
46375;2022;11;14;0;14611.41;0
37173;2022;11;1;0;10000;0
45493;2022;11;2;0;16481.18;0
46022;2022;11;5;0;48550.58;0
37592;2022;11;2;0;35016.66;0
44075;2022;11;1;0;5848.02;0
39341;2022;11;3;0;20644.31;0
99954;2022;11;2;0;0;0
44271;2022;11;7;0;36244.77;0
42736;2022;11;2;0;5565.34;0
38335;2022;11;1;0;3333.33;0
30886;2022;11;3;0;10835.81;0
43660;2022;11;9;0;80847.56;0
47515;2022;11;1;0;990.9;0
46407;2022;11;5;0;82207.28;0
45744;2022;11;2;0;13137.08;0
47677;2022;11;2;0;2331.76;0
37807;2022;11;1;0;4911.57;0
34268;2022;11;2;0;6200;0
32424;2022;11;6;0;15627.14;0
46661;2022;11;3;0;25894.93;0
44305;2022;11;1;0;5000;0
42022;2022;11;25;1;152996.9;1344.14
41200;2022;11;5;0;9952.36;0
37254;2022;11;55;4;286454.89;5839.07
49004;2022;11;1;1;1568.7;0
41701;2022;11;2;0;4714.27;0
46375;2022;11;1;4;673.69;0
40767;2022;11;1;0;1275;0
34315;2022;11;1;0;7744;0
46375;2022;11;3;5;1401.5;0
46375;2022;11;1;1;90.13;90.13
37254;2022;11;1;3;190.67;0
38538;2022;11;1;1;0;0
24230;2022;10;4;0;18187.15;0
38406;2022;10;2;0;5035.72;0
46550;2022;10;1;0;63685;0
24429;2022;10;3;0;13948.67;0
37666;2022;10;2;0;23666.67;0
36217;2022;10;1;0;1766.29;0
37592;2022;10;2;0;35016.66;0
43404;2022;10;1;0;27407.65;0
47742;2022;10;7;1;81756.4;3111.11
28644;2022;10;4;0;13934.15;0
25861;2022;10;1;0;1997.57;0
29066;2022;10;1;0;5871;0
45745;2022;10;3;1;19333.34;3500
6716;2022;10;1;0;1724.14;0
39902;2022;10;15;0;98069.33;0
42438;2022;10;2;0;1062.74;0
46842;2022;10;1;0;4365.02;0
30999;2022;10;2;0;10514.07;0
34268;2022;10;2;0;6200;0
37279;2022;10;5;0;11320.97;0
37364;2022;10;2;0;8894.76;0
46661;2022;10;3;0;29208.44;0
99999;2022;10;1;0;0;0
3721;2022;10;4;0;36564.76;0
25716;2022;10;1;0;2251.94;0
47162;2022;10;1;0;13333.34;0
55560;2022;10;2;0;3681.89;0
36472;2022;10;1;0;4002.72;0
46783;2022;10;1;0;8286.71;0
46611;2022;10;3;1;21098.96;6250.01
27415;2022;10;1;0;2226.15;0
44167;2022;10;2;0;8120.83;0
35308;2022;10;1;0;5871.09;0
39341;2022;10;3;0;20671.31;0
40687;2022;10;2;0;26061.87;0
47182;2022;10;1;0;762.22;0
44850;2022;10;1;0;2131.49;0
46442;2022;10;1;0;7523.26;0
47152;2022;10;3;0;3311.55;0
36102;2022;10;2;0;18431.33;0
45104;2022;10;3;0;20791.11;0
31584;2022;10;2;0;4971.43;0
44863;2022;10;1;0;1286.25;0
23868;2022;10;2;0;3351.67;0
40767;2022;10;1;0;1991.25;0
99975;2022;10;2;0;12798.24;0
41941;2022;10;16;0;108527.25;0
38210;2022;10;1;0;1243.94;0
42830;2022;10;1;0;5826.75;0
38787;2022;10;12;0;30546.23;0
21515;2022;10;1;0;3100;0
38460;2022;10;2;0;25745.98;0
42880;2022;10;3;0;17987.49;0
44305;2022;10;1;0;5000;0
32179;2022;10;3;0;21926.67;0
46207;2022;10;2;0;10583.34;0
40254;2022;10;1;0;2850;0
41679;2022;10;2;0;8864.64;0
38114;2022;10;6;0;19934.7;0
41200;2022;10;5;0;9650.52;0
46031;2022;10;3;0;25660.01;0
38706;2022;10;5;0;19407.14;0
42022;2022;10;25;2;153721.47;10416.66
37254;2022;10;49;5;266165.06;15896.72
99954;2022;10;2;0;0;0
43367;2022;10;1;0;33743.33;0
43660;2022;10;9;0;80847.56;0
32424;2022;10;6;0;15627.14;0
36051;2022;10;1;0;66608.68;0
1;2022;10;1;0;3932.32;0
42508;2022;10;1;0;8000;0
47677;2022;10;2;0;2157.55;0
47535;2022;10;1;0;955.86;0
46427;2022;10;1;0;4166.67;0
45096;2022;10;11;0;31933.33;0
35936;2022;10;1;0;9244.72;0
41649;2022;10;1;0;5000;0
46375;2022;10;13;0;14019.74;0
43308;2022;10;4;0;15833.33;0
39362;2022;10;3;1;15196.76;5700
47383;2022;10;1;0;27600;0
115;2022;10;2;1;15502.28;7296.34
39431;2022;10;1;0;1291.41;0
47532;2022;10;1;1;4166.67;0
34315;2022;10;1;0;14520;0
37902;2022;10;1;0;2702.97;0
36909;2022;10;1;1;3682.6;0
46521;2022;10;1;0;3928.57;0
47515;2022;10;1;0;1023.93;0
44721;2022;10;1;0;5600;0
47937;2022;10;1;2;591.97;0
33812;2022;10;1;0;4877.81;0
39120;2022;10;3;0;6517.12;0
38538;2022;10;15;1;60117.46;2747.42
47588;2022;10;1;11;2083.33;2083.33
38335;2022;10;1;1;666.67;666.67
41962;2022;10;1;0;1416.67;0
43149;2022;10;1;0;1000;0
37462;2022;10;3;0;6429.68;0
46407;2022;10;5;0;77333.33;0
42335;2022;10;3;1;15196.76;5700
33240;2022;10;4;0;25407.9;0
41339;2022;10;3;0;252;0
46616;2022;10;1;0;930.87;0
37157;2022;10;2;0;22478.81;0
14438;2022;10;1;0;803.76;0
45493;2022;10;2;0;16481.18;0
46773;2022;10;1;0;2850;0
47074;2022;10;1;0;5796.45;0
42851;2022;10;2;0;10692.74;0
47442;2022;10;1;0;1801.61;0
39144;2022;10;2;0;3170.83;0
47181;2022;10;5;0;20250.21;0
35130;2022;10;1;0;3916.66;0
40531;2022;10;1;0;3719.73;0
47686;2022;10;1;0;1262.34;0
33672;2022;10;2;0;12178.55;0
44271;2022;10;7;0;36244.77;0
26550;2022;10;1;0;6475.66;0
30886;2022;10;3;0;10835.81;0
44168;2022;10;6;0;17391.67;0
23095;2022;10;12;0;63231.96;0
27679;2022;10;2;0;2492.19;0
42736;2022;10;2;0;5465.34;0
36560;2022;10;1;0;3533;0
47745;2022;10;6;0;24243.71;0
42460;2022;10;3;0;10722.11;0
45744;2022;10;2;0;13427.38;0
46788;2022;10;3;0;336.41;0
43319;2022;10;1;0;2200;0
47315;2022;10;5;1;33279.42;1916.67
43405;2022;10;1;0;4750;0
46615;2022;10;4;0;5133.16;0
47176;2022;10;7;0;16962.31;0
46022;2022;10;5;0;48540.98;0
37807;2022;10;1;0;4911.57;0
37173;2022;10;1;0;10000;0
38600;2022;10;1;0;5426.92;0
44075;2022;10;1;0;5848.02;0
41701;2022;10;2;0;4714.27;0
46375;2022;10;1;1;570.38;0
25861;2022;10;1;0;1833.35;0
39902;2022;10;1;0;921.02;0
39341;2022;10;1;0;420;0
46375;2022;10;1;0;501.77;0
39902;2022;10;1;1;1894.7;0
46375;2022;10;1;1;320.5;0
45104;2022;10;1;1;10000;0
24230;2022;10;1;0;5402;0
46375;2022;10;1;0;80.13;0
46022;2022;9;5;0;49005.82;0
47677;2022;9;2;0;2754.94;0
38600;2022;9;1;0;5426.92;0
40531;2022;9;1;0;3719.73;0
33672;2022;9;2;0;12178.55;0
46550;2022;9;1;0;5070;0
42508;2022;9;2;0;8000;0
43404;2022;9;1;0;9944.81;0
33240;2022;9;5;1;28759.56;3416.67
34268;2022;9;3;0;6200;0
46521;2022;9;2;0;3928.57;0
36217;2022;9;2;0;1766.29;0
46842;2022;9;1;0;4654.86;0
42022;2022;9;23;1;140891.71;3750
40687;2022;9;2;0;23881.93;0
36051;2022;9;1;0;69450.02;0
47535;2022;9;1;7;955.86;955.86
42438;2022;9;2;0;1030.78;0
38114;2022;9;7;0;19614.04;0
42851;2022;9;2;0;10692.74;0
21515;2022;9;2;0;3100;0
37592;2022;9;2;0;35016.66;0
47442;2022;9;3;0;1801.61;0
30886;2022;9;5;0;10835.81;0
31584;2022;9;4;0;4971.43;0
44721;2022;9;1;0;5600;0
47074;2022;9;1;0;5796.45;0
35130;2022;9;1;0;3916.66;0
45104;2022;9;7;0;37680;0
43660;2022;9;9;0;78847.56;0
41941;2022;9;16;1;107851.71;5359.89
45745;2022;9;2;1;12361.12;694.45
6716;2022;9;2;0;1724.14;0
46616;2022;9;1;0;1292.4;0
39902;2022;9;16;0;95004.1;0
46611;2022;9;6;0;10346.67;0
34315;2022;9;1;0;14520;0
41200;2022;9;7;0;9452.2;0
37364;2022;9;3;0;8894.76;0
33812;2022;9;4;0;5956.13;0
27415;2022;9;3;0;2226.15;0
55560;2022;9;2;0;3681.89;0
47742;2022;9;9;4;72462.03;50489.75
38406;2022;9;3;0;5035.72;0
47162;2022;9;1;0;13333.34;0
46407;2022;9;5;0;44233.24;0
44850;2022;9;1;0;2095.07;0
27679;2022;9;4;0;2492.42;0
44168;2022;9;6;0;17166.67;0
115;2022;9;1;0;8205.94;0
35308;2022;9;1;0;10144.09;0
41701;2022;9;2;0;4714.27;0
47176;2022;9;13;4;15311.55;2880
47686;2022;9;1;0;1262.34;0
46773;2022;9;2;0;2850;0
37254;2022;9;46;0;247875.58;0
37157;2022;9;2;0;17378.81;0
46207;2022;9;2;2;6702.78;6702.78
37462;2022;9;3;0;4422.9;0
32424;2022;9;6;0;15301.28;0
99995;2022;9;1;0;7183.66;0
43149;2022;9;2;0;1000;0
26550;2022;9;2;0;6475.66;0
39144;2022;9;3;0;3170.83;0
44075;2022;9;1;0;5848.02;0
24429;2022;9;3;0;13723.29;0
42460;2022;9;6;0;14818;0
45493;2022;9;4;0;16481.18;0
41962;2022;9;1;0;1416.67;0
38460;2022;9;3;0;25814.18;0
36560;2022;9;2;0;3473;0
41649;2022;9;1;0;5000;0
25716;2022;9;2;0;2251.94;0
35936;2022;9;2;0;20018.72;0
3721;2022;9;4;0;36539.25;0
47532;2022;9;1;1;4166.67;0
44863;2022;9;2;0;1286.25;0
43308;2022;9;4;0;15833.33;0
40254;2022;9;2;0;2850;0
39341;2022;9;5;0;21298.31;0
39120;2022;9;6;0;6517.12;0
39362;2022;9;2;0;5465.66;0
41339;2022;9;3;0;320.53;0
42335;2022;9;2;0;5465.66;0
37902;2022;9;1;0;2702.97;0
38210;2022;9;1;0;4969.38;0
37279;2022;9;5;0;11592.97;0
47181;2022;9;7;0;20250.21;0
37173;2022;9;1;0;10000;0
42063;2022;9;1;0;7033.34;0
46788;2022;9;5;0;349.99;0
47383;2022;9;1;0;27600;0
46615;2022;9;2;0;1643.37;0
30999;2022;9;3;0;6303.09;0
99999;2022;9;1;0;0;0
23868;2022;9;3;0;3351.67;0
