CodigoEmpresa;Anio;Mes;EmpleadosTotal;AltasDelMes;TotalBrutoTodos;TotalBrutoAltas
37279;2023;6;3;0;7404.71;0
42335;2023;6;3;0;16366.57;0
47742;2023;6;14;0;67611.05;0
47566;2023;6;14;0;28102.38;0
40254;2023;6;1;0;2964;0
38406;2023;6;2;0;5035.72;0
45745;2023;6;6;0;47679.33;0
48233;2023;6;1;1;646.67;646.67
49004;2023;6;9;0;15690.91;0
41701;2023;6;2;0;6999.99;0
39144;2023;6;2;0;3170.83;0
45744;2023;6;2;0;18361.96;0
47686;2023;6;1;0;1272.87;0
48910;2023;6;2;0;3295.5;0
48910;2023;6;2;0;3258.33;0
48910;2023;6;3;0;4889.96;0
48910;2023;6;1;0;1629.57;0
48182;2023;6;1;0;1039.01;0
38787;2023;6;1;1;1835.41;0
48910;2023;6;5;0;6942.29;0
42022;2023;6;1;3;6101.39;0
48910;2023;6;3;0;4157.58;0
48910;2023;6;4;0;5675;0
47000;2023;6;1;0;568.19;0
48910;2023;6;1;0;633.33;0
48910;2023;6;1;0;1013.33;0
48910;2023;6;1;0;950;0
48910;2023;6;1;41;1696.06;1696.06
47937;2023;6;1;0;411.28;0
41200;2023;6;1;0;589.72;0
36909;2023;6;1;0;4913.35;0
47532;2023;6;1;0;113.37;0
48605;2023;6;1;0;144.02;0
47514;2023;6;1;0;86.58;0
47671;2023;6;1;0;140.38;0
40687;2023;5;1;0;7520.83;0
46661;2023;5;2;0;13939.48;0
37764;2023;5;1;0;10650;0
48302;2023;5;1;0;7660;0
39431;2023;5;1;0;1317.25;0
48100;2023;5;1;0;6666.67;0
47674;2023;5;7;1;13733.57;2916.67
46616;2023;5;6;0;14186.59;0
48208;2023;5;1;0;9583.33;0
48183;2023;5;14;0;21608.8;0
42460;2023;5;3;0;10643.23;0
43404;2023;5;1;0;25424.4;0
42508;2023;5;1;0;8000;0
28644;2023;5;4;0;13118.46;0
46615;2023;5;6;0;8513.01;0
38335;2023;5;1;0;3333.33;0
36909;2023;5;16;0;126005.41;0
41649;2023;5;1;0;5000;0
27679;2023;5;1;0;2333.32;0
37592;2023;5;2;0;35291.66;0
44863;2023;5;2;0;1286.25;0
47530;2023;5;3;0;5253.5;0
37807;2023;5;1;0;5034.33;0
33812;2023;5;1;0;5544.48;0
43660;2023;5;8;0;85071.85;0
33240;2023;5;6;0;32411.77;0
47676;2023;5;5;0;10422.55;0
46521;2023;5;1;0;3928.57;0
47673;2023;5;6;0;10951.94;0
48950;2023;5;8;0;15709.49;0
48894;2023;5;1;1;1944.44;1944.44
47675;2023;5;4;1;6861.51;259.74
42022;2023;5;48;4;261769.92;15469.45
47162;2023;5;1;0;29378.86;0
42335;2023;5;3;0;16309.82;0
49004;2023;5;9;0;15690.91;0
38114;2023;5;7;0;19037.5;0
46442;2023;5;1;0;16009.57;0
37475;2023;5;1;0;2142.54;0
45096;2023;5;12;0;42716.67;0
48024;2023;5;10;0;20006.34;0
39341;2023;5;5;0;21873.54;0
44075;2023;5;1;0;5848.02;0
39144;2023;5;2;0;3170.83;0
39902;2023;5;12;0;83777.74;0
6716;2023;5;1;0;1724.14;0
44168;2023;5;8;1;24980.14;5111.11
47000;2023;5;5;0;10250.44;0
34268;2023;5;2;0;6200;0
47262;2023;5;1;0;10590.32;0
47176;2023;5;8;2;18719.69;660
45744;2023;5;2;0;11981.07;0
21515;2023;5;1;0;3275;0
36217;2023;5;1;0;1766.29;0
41962;2023;5;1;0;1416.67;0
47532;2023;5;10;1;17543.71;1854.16
41941;2023;5;16;0;115628.79;0
38406;2023;5;2;0;5035.72;0
31584;2023;5;2;0;5071.43;0
47877;2023;5;5;0;24126.66;0
55560;2023;5;2;0;3660.92;0
1;2023;5;1;0;3932.32;0
47442;2023;5;1;0;1968.27;0
46773;2023;5;4;1;6492.66;326.8
27415;2023;5;1;0;2269.02;0
47498;2023;5;10;0;19795.5;0
47074;2023;5;1;0;5834.45;0
47566;2023;5;14;3;26341.71;3325.93
47152;2023;5;2;0;2812.18;0
46611;2023;5;4;0;17668;0
38600;2023;5;1;0;5508.23;0
36102;2023;5;2;0;18584.67;0
47757;2023;5;7;1;14805.14;1878.07
47297;2023;5;2;0;4100;0
37364;2023;5;1;0;6233.23;0
47677;2023;5;6;0;8334.56;0
37462;2023;5;3;0;6646.27;0
44721;2023;5;1;0;5600;0
47181;2023;5;5;0;20255.01;0
44167;2023;5;3;0;11870.83;0
32179;2023;5;3;0;24852.07;0
37902;2023;5;1;0;2702.97;0
47535;2023;5;6;0;9777.59;0
24429;2023;5;3;0;14659.2;0
47773;2023;5;1;0;4829.17;0
30886;2023;5;3;0;10835.81;0
45104;2023;5;3;0;21013.33;0
3721;2023;5;4;0;38332.77;0
41339;2023;5;2;0;321.54;0
41679;2023;5;2;0;8864.64;0
47701;2023;5;1;0;4000;0
47686;2023;5;10;0;22126.72;0
25861;2023;5;3;0;6205.01;0
47515;2023;5;5;0;7137.55;0
36051;2023;5;1;0;69056;0
46207;2023;5;6;0;35783.36;0
46788;2023;5;4;0;436.02;0
115;2023;5;4;0;46559.39;0
45493;2023;5;2;0;16552.55;0
23868;2023;5;2;0;3766.67;0
47671;2023;5;8;0;10204.48;0
43367;2023;5;1;0;34993.05;0
35308;2023;5;1;0;10209.17;0
37254;2023;5;57;0;332121.55;0
42222;2023;5;1;0;6766.67;0
45591;2023;5;2;0;8500;0
33672;2023;5;2;0;16093.55;0
32424;2023;5;6;0;16728.04;0
47588;2023;5;13;0;27338.68;0
47514;2023;5;10;0;18513.97;0
47383;2023;5;1;0;27600;0
41200;2023;5;5;0;10044.01;0
99999;2023;5;1;0;0;0
23095;2023;5;17;0;64090.84;0
37157;2023;5;3;0;15985.48;0
35936;2023;5;1;0;9517.88;0
45745;2023;5;6;0;38333.33;0
14438;2023;5;1;0;845.52;0
26550;2023;5;1;0;8078.54;0
38460;2023;5;2;0;22341.81;0
40531;2023;5;1;0;3919.72;0
38706;2023;5;4;0;16663.79;0
44850;2023;5;1;0;2237.92;0
48686;2023;5;2;0;4601.73;0
47558;2023;5;1;0;1260;0
48182;2023;5;8;1;17824.33;692.66
41701;2023;5;2;0;4714.27;0
42736;2023;5;2;0;5899.26;0
46022;2023;5;6;0;58300.1;0
43319;2023;5;1;0;2757.46;0
48605;2023;5;11;0;15153.02;0
43149;2023;5;2;0;5008.08;0
46842;2023;5;1;0;24222.43;0
44271;2023;5;8;0;40278.43;0
42880;2023;5;3;0;20416.67;0
42438;2023;5;2;0;1094.62;0
37666;2023;5;2;0;25000.01;0
46294;2023;5;1;0;2354.14;0
42830;2023;5;1;0;5853.42;0
29066;2023;5;1;0;6990;0
40767;2023;5;1;0;2083.33;0
48483;2023;5;8;0;17883.33;0
43405;2023;5;2;0;8916.67;0
47182;2023;5;1;0;762.22;0
46031;2023;5;3;0;25660.01;0
35130;2023;5;1;0;3916.66;0
47533;2023;5;1;0;4333.33;0
48645;2023;5;7;0;16071.18;0
24230;2023;5;6;0;23653.12;0
42851;2023;5;2;0;11092.75;0
47742;2023;5;9;0;66526.4;0
36472;2023;5;1;0;6110.15;0
40254;2023;5;1;0;2964;0
38210;2023;5;1;0;5383.34;0
46783;2023;5;1;0;8574.99;0
48277;2023;5;8;0;16106.79;0
47315;2023;5;4;0;17475.2;0
38787;2023;5;11;0;30114.42;0
48210;2023;5;10;0;19469.87;0
47825;2023;5;1;0;8383.33;0
49005;2023;5;7;0;0;0
37279;2023;5;3;0;8533.16;0
48687;2023;5;3;0;0;0
30999;2023;5;2;0;6593.04;0
47937;2023;5;7;0;13175.03;0
46550;2023;5;1;0;5320;0
25716;2023;5;1;0;2401.43;0
48688;2023;5;5;0;0;0
46615;2023;5;1;0;2619.19;0
46615;2023;5;1;0;1165.92;0
47675;2023;5;1;0;1082.29;0
48605;2023;5;1;0;446.5;0
47677;2023;5;1;0;1136.11;0
47671;2023;5;1;1;1211.59;0
47530;2023;5;1;0;290.4;0
38538;2023;5;9;0;20154.44;0
47176;2023;5;1;0;300;0
48605;2023;5;1;0;25.29;0
47535;2023;5;1;0;233.79;0
47152;2023;5;1;0;136.65;0
47530;2023;5;1;0;169.4;0
37364;2023;5;1;0;621.02;0
48605;2023;5;1;0;446.49;0
36909;2023;5;1;1;5612.02;0
34268;2023;4;2;0;6200;0
47773;2023;4;1;0;4829.17;0
42736;2023;4;2;0;18563.9;0
46031;2023;4;3;0;25660.01;0
46550;2023;4;1;0;5320;0
37364;2023;4;2;0;8894.76;0
29066;2023;4;1;0;7700;0
40767;2023;4;1;0;2096.47;0
47877;2023;4;5;0;24126.66;0
47825;2023;4;1;0;8383.33;0
47297;2023;4;2;0;4100;0
32179;2023;4;3;0;24852.07;0
55560;2023;4;2;0;3660.92;0
37279;2023;4;3;0;8434.82;0
1;2023;4;1;0;3682.03;0
42880;2023;4;3;0;20416.67;0
42222;2023;4;1;0;7819.04;0
47673;2023;4;6;0;11083.07;0
45744;2023;4;2;0;11981.07;0
42830;2023;4;1;0;5853.42;0
42438;2023;4;2;0;1094.62;0
46773;2023;4;3;1;5099.19;933.33
41701;2023;4;2;0;6714.27;0
47176;2023;4;7;0;16988.24;0
47677;2023;4;7;1;8796.95;284.03
44850;2023;4;1;0;2225.37;0
47515;2023;4;5;0;7104.52;0
38538;2023;4;9;0;37305.12;0
37592;2023;4;2;0;43831.96;0
35308;2023;4;1;0;6016.09;0
37807;2023;4;1;0;5034.33;0
44075;2023;4;1;0;5848.02;0
45591;2023;4;2;2;8835;8835
47742;2023;4;8;0;90593.91;0
39144;2023;4;2;0;3170.83;0
48605;2023;4;12;0;21894.42;0
44271;2023;4;8;1;38223.76;447.22
39902;2023;4;12;0;92716.92;0
23868;2023;4;2;0;3766.67;0
47937;2023;4;7;0;12993.55;0
38335;2023;4;1;0;3333.33;0
47442;2023;4;1;0;1968.27;0
45493;2023;4;2;0;16552.55;0
36909;2023;4;16;1;135870.9;2551.11
46661;2023;4;2;0;46534.52;0
47074;2023;4;1;0;5834.45;0
48183;2023;4;14;0;21617.79;0
28644;2023;4;4;0;14543.46;0
42022;2023;4;44;5;248086.32;20533.33
40687;2023;4;2;0;51839.6;0
37254;2023;4;57;0;1141165.82;0
14438;2023;4;1;0;845.52;0
46616;2023;4;6;0;13318.25;0
48024;2023;4;10;0;20197.83;0
41200;2023;4;5;0;9821.61;0
46783;2023;4;1;0;8564.99;0
43660;2023;4;8;0;78341.01;0
47675;2023;4;4;0;7900.54;0
32424;2023;4;6;0;15754.44;0
47671;2023;4;8;0;10706.58;0
47000;2023;4;5;1;9711.45;272.74
41941;2023;4;16;1;106507.53;9241.32
41649;2023;4;1;0;5000;0
33672;2023;4;2;0;36122.55;0
46207;2023;4;6;1;32876.6;1303.89
46521;2023;4;1;0;3928.57;0
48100;2023;4;1;0;6666.67;0
47530;2023;4;3;0;5362.61;0
43149;2023;4;2;0;5008.08;0
38114;2023;4;7;0;24379.61;0
47383;2023;4;1;0;27600;0
45104;2023;4;3;0;21013.33;0
39341;2023;4;5;0;21873.54;0
24429;2023;4;3;0;14343.67;0
27679;2023;4;1;0;2333.32;0
46842;2023;4;1;0;24222.43;0
39362;2023;4;3;0;16309.82;0
38600;2023;4;1;0;5508.23;0
33812;2023;4;1;0;5544.48;0
27415;2023;4;1;0;2269.02;0
45096;2023;4;12;0;33766.67;0
37764;2023;4;1;0;18650;0
38406;2023;4;2;0;5035.72;0
37666;2023;4;2;0;25000.01;0
42508;2023;4;1;0;8000;0
25716;2023;4;1;0;2401.43;0
47181;2023;4;5;0;20255.01;0
31584;2023;4;2;0;5071.43;0
47686;2023;4;10;0;21115.57;0
47674;2023;4;6;0;10816.9;0
46611;2023;4;4;0;15815;0
33240;2023;4;6;0;32415.76;0
38460;2023;4;2;0;21143.01;0
48208;2023;4;1;1;9583.33;9583.33
47701;2023;4;1;0;4000;0
99920;2023;4;2;0;6061.79;0
23095;2023;4;18;2;66840.84;2916.68
40254;2023;4;1;0;2964;0
36217;2023;4;1;0;1766.29;0
47262;2023;4;1;0;10083.33;0
38210;2023;4;1;0;5383.34;0
48277;2023;4;8;0;16914.63;0
40531;2023;4;1;0;3919.72;0
21515;2023;4;1;0;3275;0
48688;2023;4;5;0;0;0
37462;2023;4;3;0;6646.27;0
35130;2023;4;1;0;3916.66;0
47535;2023;4;7;1;8663.36;87.66
44167;2023;4;3;1;11870.83;3750
3721;2023;4;4;0;136031.6;0
48483;2023;4;8;0;18484.89;0
48950;2023;4;8;2;13509.49;3800
30999;2023;4;2;0;6593.04;0
99999;2023;4;1;0;0;0
48302;2023;4;1;0;7660;0
37157;2023;4;3;0;17378.81;0
36472;2023;4;1;0;25336.05;0
47558;2023;4;1;0;5000;0
43319;2023;4;1;0;2200;0
44168;2023;4;7;0;21030.01;0
46427;2023;4;1;0;4708.34;0
48645;2023;4;7;0;15912.09;0
45745;2023;4;6;1;38027.78;4277.78
47162;2023;4;1;0;13333.34;0
43367;2023;4;1;0;34993.07;0
47757;2023;4;6;0;14931.96;0
47566;2023;4;12;0;24787.13;0
44863;2023;4;2;0;1286.25;0
35936;2023;4;1;0;9517.88;0
41339;2023;4;2;0;320.68;0
47533;2023;4;1;0;4999.99;0
46022;2023;4;6;0;58300.1;0
47152;2023;4;3;0;3114.92;0
46788;2023;4;4;1;408.68;96.78
47514;2023;4;11;0;18513.97;0
46442;2023;4;1;0;7523.26;0
115;2023;4;4;1;34495.99;0
48210;2023;4;10;0;19406.94;0
30886;2023;4;3;0;10835.81;0
37902;2023;4;1;0;2702.97;0
47588;2023;4;13;0;26656.76;0
47676;2023;4;5;0;10314.31;0
36051;2023;4;1;0;10603.77;0
6716;2023;4;1;0;1724.14;0
41679;2023;4;2;0;8864.64;0
26550;2023;4;1;0;7929.73;0
43404;2023;4;1;0;15646.8;0
24230;2023;4;6;0;23958.12;0
38787;2023;4;11;0;29514.42;0
42460;2023;4;3;0;10643.23;0
42851;2023;4;2;0;11092.75;0
25861;2023;4;3;1;2912.06;320.68
44721;2023;4;1;0;5600;0
39431;2023;4;1;0;1317.25;0
38706;2023;4;4;0;16687.24;0
41962;2023;4;1;0;1416.67;0
46615;2023;4;8;0;12491.95;0
49005;2023;4;7;2;0;0
48182;2023;4;7;0;18027.11;0
48687;2023;4;3;0;0;0
47182;2023;4;1;0;762.22;0
46294;2023;4;1;0;2354.14;0
47532;2023;4;9;0;15687.51;0
36102;2023;4;2;0;18584.67;0
49004;2023;4;9;1;11831.38;416.67
48686;2023;4;2;0;4519.61;0
47498;2023;4;10;0;21450.65;0
47315;2023;4;4;0;65505.89;0
43405;2023;4;2;1;8916.67;4166.67
48605;2023;4;1;1;419.25;419.25
47535;2023;4;1;0;789.01;0
38460;2023;4;1;0;10904.18;0
49004;2023;4;1;0;1267.32;0
47742;2023;4;1;1;30500;0
48605;2023;4;1;1;674.85;0
47000;2023;4;1;0;540.97;0
46207;2023;4;1;1;3852.91;0
47742;2023;4;1;0;0;0
49004;2023;4;1;0;323.01;0
40767;2023;4;1;0;375;0
42508;2023;3;1;0;8000;0
48688;2023;3;5;0;0;0
47074;2023;3;1;0;5796.45;0
41679;2023;3;2;0;8864.64;0
47588;2023;3;15;2;24267.29;2065.09
48302;2023;3;1;0;7660;0
33672;2023;3;2;0;12178.55;0
37902;2023;3;1;0;2702.97;0
47937;2023;3;10;0;16763.55;0
48100;2023;3;1;1;6666.67;6666.67
44168;2023;3;7;0;19905.01;0
44721;2023;3;1;0;5600;0
36909;2023;3;15;0;127679.31;0
47877;2023;3;3;0;7860;0
27679;2023;3;1;0;2333.32;0
115;2023;3;4;1;35330.16;8430.58
45096;2023;3;12;0;33766.67;0
47675;2023;3;8;2;8127.77;1526
41649;2023;3;2;0;5000;0
43367;2023;3;1;0;113272.22;0
39431;2023;3;2;0;1317.25;0
46521;2023;3;1;0;3928.57;0
37157;2023;3;3;0;17278.81;0
47498;2023;3;12;0;19958.49;0
44863;2023;3;2;0;1286.25;0
46773;2023;3;3;1;4165.86;1315.86
47383;2023;3;1;0;27600;0
1;2023;3;1;0;5027.25;0
40687;2023;3;2;0;25934.2;0
47566;2023;3;12;0;26114.9;0
47535;2023;3;11;0;9292.49;0
38538;2023;3;9;0;34673.01;0
25861;2023;3;1;0;2077.5;0
23868;2023;3;2;0;3766.67;0
45493;2023;3;2;0;16552.55;0
46442;2023;3;1;0;7523.26;0
47152;2023;3;7;0;3203.53;0
33812;2023;3;4;0;6877.83;0
47442;2023;3;1;0;1968.27;0
23095;2023;3;16;0;63257.49;0
47757;2023;3;6;0;14993.04;0
38335;2023;3;1;0;3333.33;0
48210;2023;3;10;0;18960.95;0
39341;2023;3;6;0;17536.83;0
32179;2023;3;3;0;40280.89;0
46616;2023;3;8;0;14575.51;0
35308;2023;3;1;0;6016.09;0
47297;2023;3;4;2;4100;4100
37462;2023;3;3;0;6552.93;0
47677;2023;3;9;0;8549.04;0
47701;2023;3;1;0;4000;0
43149;2023;3;2;0;5008.08;0
47673;2023;3;8;0;10791.63;0
24429;2023;3;3;0;13948.67;0
40531;2023;3;1;0;3919.72;0
31584;2023;3;3;0;5071.43;0
27415;2023;3;2;0;2269.02;0
47532;2023;3;10;0;16928.71;0
47181;2023;3;7;0;20255.01;0
43319;2023;3;1;0;2200;0
46550;2023;3;1;0;5320;0
48686;2023;3;2;0;4552.41;0
37364;2023;3;2;0;8894.76;0
42851;2023;3;2;0;11092.75;0
42222;2023;3;1;0;8204.33;0
47182;2023;3;1;0;762.22;0
46783;2023;3;1;0;27931.26;0
48483;2023;3;8;0;18234.89;0
41339;2023;3;3;0;322.52;0
49004;2023;3;9;0;10182.57;0
48687;2023;3;3;0;0;0
46294;2023;3;1;0;2354.14;0
37592;2023;3;2;0;182019.66;0
44167;2023;3;3;0;8120.83;0
49005;2023;3;7;0;0;0
33240;2023;3;6;1;31815.03;305.55
39902;2023;3;13;0;80331.39;0
38460;2023;3;3;0;34401.5;0
45104;2023;3;3;0;0;0
35130;2023;3;1;0;3916.66;0
47773;2023;3;5;0;4829.17;0
47686;2023;3;14;0;21015.44;0
36560;2023;3;1;0;0;0
44271;2023;3;8;0;40384.11;0
34268;2023;3;3;0;6200;0
47000;2023;3;7;0;10327.38;0
47176;2023;3;10;0;17667.43;0
14438;2023;3;2;0;845.52;0
48024;2023;3;15;0;20197.83;0
45744;2023;3;2;0;12390.39;0
37807;2023;3;1;0;4911.57;0
46427;2023;3;1;0;4708.34;0
38114;2023;3;7;1;18836.95;1155.56
39144;2023;3;2;0;3170.83;0
25716;2023;3;1;0;2401.43;0
38787;2023;3;11;0;29049.9;0
42022;2023;3;39;5;220628.25;19744.44
42736;2023;3;2;0;5565.34;0
38600;2023;3;1;0;21149.23;0
48182;2023;3;7;0;17680.24;0
47671;2023;3;10;0;10792.78;0
39362;2023;3;3;0;16311.01;0
42460;2023;3;4;0;10722.11;0
47514;2023;3;10;0;18513.97;0
99999;2023;3;1;0;0;0
29066;2023;3;1;0;5400;0
37764;2023;3;3;0;10650;0
38706;2023;3;4;0;16507.48;0
37475;2023;3;1;0;0;0
37254;2023;3;57;0;331217.09;0
41962;2023;3;2;0;1416.67;0
30999;2023;3;3;0;6303.09;0
41941;2023;3;15;0;156579.98;0
41200;2023;3;6;0;9797.65;0
48605;2023;3;11;0;15590.33;0
28644;2023;3;4;0;11019.64;0
43660;2023;3;8;0;79844.34;0
32424;2023;3;6;0;15754.44;0
47515;2023;3;7;0;7137.55;0
41979;2023;3;1;0;0;0
39120;2023;3;3;0;7189.54;0
42438;2023;3;3;0;1094.62;0
44075;2023;3;1;0;5848.02;0
6716;2023;3;1;0;1724.14;0
24230;2023;3;6;0;42471.37;0
30886;2023;3;4;0;10835.81;0
41701;2023;3;2;0;4714.27;0
47262;2023;3;1;0;10083.33;0
47558;2023;3;5;0;5000;0
37279;2023;3;5;0;10968.92;0
46022;2023;3;6;0;60737.37;0
46661;2023;3;2;0;13463.38;0
99920;2023;3;1;0;4801.79;0
43404;2023;3;1;0;7072.13;0
37666;2023;3;2;0;25000.01;0
48950;2023;3;6;0;9709.49;0
42830;2023;3;1;0;5853.42;0
36102;2023;3;3;0;18351.33;0
36051;2023;3;1;0;1588.8;0
36217;2023;3;2;0;1766.29;0
44850;2023;3;1;0;2101.72;0
36472;2023;3;1;0;4333.34;0
46842;2023;3;1;0;24222.43;0
47162;2023;3;1;0;9253.63;0
45745;2023;3;5;0;33750;0
48645;2023;3;7;0;15730.39;0
47742;2023;3;10;0;227247.51;0
46611;2023;3;4;0;14915;0
47533;2023;3;2;0;4000;0
38210;2023;3;1;0;5383.34;0
42880;2023;3;3;0;20416.67;0
38406;2023;3;3;0;5035.72;0
47674;2023;3;6;0;10816.9;0
48277;2023;3;8;0;15817.88;0
46615;2023;3;14;0;12392.61;0
48183;2023;3;19;0;21853.04;0
40254;2023;3;1;0;2964;0
3721;2023;3;4;0;37434;0
46031;2023;3;3;0;25660.01;0
47530;2023;3;4;0;5362.61;0
43405;2023;3;1;0;4750;0
47315;2023;3;4;0;13889.12;0
47676;2023;3;6;0;10130.35;0
46788;2023;3;6;0;347.26;0
40767;2023;3;2;1;2312.87;62.87
48605;2023;3;1;2;464.13;0
47532;2023;3;1;0;1048.36;0
38538;2023;3;1;0;2703.51;0
48210;2023;3;1;1;779.26;0
46616;2023;3;1;0;478.38;0
41941;2023;3;1;0;8248.21;0
23095;2023;3;1;0;2826.97;0
23095;2023;3;1;0;0;0
39902;2023;3;1;0;13556.84;0
47315;2023;3;1;0;7639.47;0
47588;2023;3;1;0;173.17;0
46615;2023;3;1;0;157.79;0
36560;2023;3;1;0;121.1;0
47675;2023;3;1;1;43.28;0
39902;2023;3;1;0;0;0
35130;2023;2;1;0;3916.66;0
48024;2023;2;10;0;19972.3;0
47000;2023;2;5;0;10292.88;0
49005;2023;2;7;0;0;0
48302;2023;2;1;1;45960;45960
47675;2023;2;4;0;7516.55;0
47152;2023;2;3;0;3161.81;0
46842;2023;2;1;0;24222.43;0
29066;2023;2;1;0;6900;0
48645;2023;2;7;1;14263.13;4166.67
39362;2023;2;3;0;16301.86;0
33240;2023;2;5;1;31503.68;7714.17
42851;2023;2;2;0;11092.75;0
48277;2023;2;8;0;16086.81;0
43149;2023;2;2;0;5008.08;0
44863;2023;2;1;0;0;0
33812;2023;2;1;0;19177.81;0
47757;2023;2;6;0;14919.14;0
45096;2023;2;12;0;33350;0
33672;2023;2;2;0;12178.55;0
45745;2023;2;5;0;38443.6;0
40687;2023;2;2;0;23929.5;0
41679;2023;2;2;0;10614.64;0
47535;2023;2;7;0;9342.49;0
47566;2023;2;12;0;24241.44;0
42508;2023;2;1;0;8000;0
46207;2023;2;5;0;30116.69;0
25716;2023;2;1;0;2401.43;0
48687;2023;2;3;0;0;0
47674;2023;2;6;0;10816.9;0
43367;2023;2;1;0;33743.33;0
21515;2023;2;1;0;3275;0
40531;2023;2;1;0;3919.72;0
38600;2023;2;1;0;5508.23;0
115;2023;2;3;0;43590.48;0
47262;2023;2;1;0;10083.33;0
47533;2023;2;1;0;4000;0
46521;2023;2;1;0;3928.57;0
38210;2023;2;1;0;5383.34;0
45104;2023;2;3;0;21013.33;0
43404;2023;2;1;0;35909.95;0
41941;2023;2;16;0;106467.6;0
47588;2023;2;12;0;24221.76;0
99920;2023;2;2;0;5881.79;0
47514;2023;2;10;0;18318.78;0
47074;2023;2;1;0;5796.45;0
38787;2023;2;11;0;28936.7;0
42830;2023;2;1;0;5853.42;0
36051;2023;2;1;0;24396.53;0
47442;2023;2;1;0;1801.61;0
36472;2023;2;1;0;4333.34;0
27415;2023;2;1;0;2269.02;0
43319;2023;2;1;0;2200;0
26550;2023;2;1;0;6670.54;0
44721;2023;2;1;0;5600;0
32179;2023;2;3;0;25798.34;0
23868;2023;2;2;0;3766.67;0
38114;2023;2;6;0;18573.43;0
43660;2023;2;8;0;85964.34;0
47162;2023;2;1;0;13333.34;0
38706;2023;2;4;0;16020.02;0
48210;2023;2;10;0;18992.38;0
47677;2023;2;6;1;9037.74;1874.59
48950;2023;2;6;0;9709.49;0
47498;2023;2;10;0;21444.58;0
37462;2023;2;3;0;6552.95;0
47686;2023;2;10;1;19912.08;504.95
25861;2023;2;1;0;2077.5;0
47315;2023;2;5;0;27924.8;0
47773;2023;2;1;0;4829.17;0
35936;2023;2;1;0;9517.88;0
41962;2023;2;1;0;1416.67;0
44271;2023;2;9;0;43962.21;0
46788;2023;2;3;0;347.26;0
38460;2023;2;3;0;34463.1;0
31584;2023;2;2;0;5071.43;0
46294;2023;2;1;0;2354.14;0
41339;2023;2;2;0;322.06;0
46616;2023;2;7;0;14334.75;0
46615;2023;2;9;0;14050.32;0
46427;2023;2;1;0;4708.34;0
40254;2023;2;1;0;2964;0
23095;2023;2;16;0;69315.29;0
39120;2023;2;3;0;7189.54;0
48483;2023;2;8;0;17970.6;0
47676;2023;2;5;0;9965.74;0
30999;2023;2;2;0;6303.09;0
37902;2023;2;1;0;2702.97;0
47182;2023;2;1;0;762.22;0
37279;2023;2;5;0;11024.92;0
47877;2023;2;2;0;7860;0
47176;2023;2;7;0;19317.86;0
43405;2023;2;1;0;4750;0
36560;2023;2;1;0;3533;0
42222;2023;2;1;0;7819.04;0
37157;2023;2;3;0;22578.81;0
49004;2023;2;8;1;9082.1;332.85
3721;2023;2;4;0;37434;0
38335;2023;2;1;0;3333.33;0
28644;2023;2;4;0;10456.77;0
36102;2023;2;2;0;18351.33;0
42460;2023;2;3;0;10722.11;0
42022;2023;2;34;6;188485;23211.1
44168;2023;2;7;0;19500.01;0
1;2023;2;1;0;3510;0
47558;2023;2;1;1;10666.66;10666.66
46550;2023;2;1;0;7280;0
46022;2023;2;6;0;135308.99;0
45744;2023;2;2;0;12237.39;0
37764;2023;2;1;0;10650;0
34268;2023;2;2;0;6200;0
44075;2023;2;1;0;5848.02;0
48686;2023;2;2;0;4844.74;0
46773;2023;2;1;0;2850;0
55560;2023;2;2;0;3661.27;0
38538;2023;2;11;0;43449.72;0
36217;2023;2;1;0;1766.29;0
39902;2023;2;13;0;92986.58;0
44167;2023;2;2;0;8120.83;0
46031;2023;2;3;0;25660.01;0
41649;2023;2;1;0;5000;0
44850;2023;2;1;0;2186.09;0
37592;2023;2;2;0;47367.96;0
39431;2023;2;1;0;1317.25;0
47532;2023;2;3;0;9311.96;0
35308;2023;2;1;0;10454.59;0
42438;2023;2;2;0;1094.62;0
46442;2023;2;1;0;7523.26;0
46611;2023;2;4;0;16321.25;0
24429;2023;2;3;0;13948.67;0
48688;2023;2;5;0;0;0
48605;2023;2;9;0;10506.03;0
39144;2023;2;2;0;3170.83;0
47742;2023;2;7;0;81293.46;0
38406;2023;2;2;0;5035.72;0
47937;2023;2;7;0;12983.55;0
47383;2023;2;1;0;27600;0
37364;2023;2;2;0;8520.22;0
46661;2023;2;3;0;27794.51;0
40767;2023;2;1;0;2450;0
48182;2023;2;7;0;19400.65;0
47825;2023;2;1;0;8383.33;0
37807;2023;2;1;0;4911.57;0
42880;2023;2;3;0;45616.67;0
42736;2023;2;2;0;5565.34;0
47673;2023;2;6;0;10812.87;0
44305;2023;2;1;0;5000;0
47671;2023;2;8;0;10706.58;0
30886;2023;2;3;0;10835.81;0
99999;2023;2;1;0;0;0
41701;2023;2;2;0;4714.27;0
46783;2023;2;1;0;8286.71;0
48183;2023;2;14;0;21830.96;0
36909;2023;2;15;0;144069.2;0
39341;2023;2;5;0;16334.35;0
14438;2023;2;1;0;845.52;0
37254;2023;2;59;0;319953.5;0
41200;2023;2;5;0;9891.25;0
47515;2023;2;5;0;7038.46;0
47181;2023;2;5;0;20255.01;0
47701;2023;2;1;0;4000;0
32424;2023;2;6;0;15754.45;0
47530;2023;2;3;0;5362.61;0
